Treatment	Plot	Rep	Month	Year	Phylum	LogCopyNumber	SoilMoisture	SoilMoisturePlot
1	5	1	1	2	Chlamydia	6.105620719	26.3	21.9
1	5	1	1	2	Chlamydia	6.203786251	26.3	21.9
1	5	1	1	2	Chlamydia	6.222192288	26.3	21.9
1	5	2	1	2	Chlamydia	6.409320333	26.3	22.2
1	5	2	1	2	Chlamydia	6.458403098	26.3	22.2
1	5	2	1	2	Chlamydia	6.436929388	26.3	22.2
1	1	1	2	3	Chlamydia	5.176115842	17.73333333	NA
1	1	1	2	3	Chlamydia	5.215995589	17.73333333	NA
1	1	1	2	3	Chlamydia	5.215995589	17.73333333	NA
1	1	2	2	3	Chlamydia	5.286552065	17.73333333	NA
1	1	2	2	3	Chlamydia	5.277349046	17.73333333	NA
1	1	2	2	3	Chlamydia	5.197589552	17.73333333	NA
1	2	1	2	3	Chlamydia	6.55656863	17.73333333	20.7
1	2	1	2	3	Chlamydia	6.565771649	17.73333333	20.7
1	2	1	2	3	Chlamydia	6.574974667	17.73333333	20.7
1	2	2	2	3	Chlamydia	6.630192779	17.73333333	20.5
1	2	2	2	3	Chlamydia	6.679275545	17.73333333	20.5
1	2	2	2	3	Chlamydia	6.617922087	17.73333333	20.5
1	3	1	2	3	Chlamydia	6.455335426	17.73333333	19.2
1	3	1	2	3	Chlamydia	6.467606117	17.73333333	19.2
1	3	1	2	3	Chlamydia	6.415455678	17.73333333	19.2
1	3	2	2	3	Chlamydia	6.357169894	17.73333333	20.6
1	3	2	2	3	Chlamydia	6.338763857	17.73333333	20.6
1	3	2	2	3	Chlamydia	6.265139708	17.73333333	20.6
1	4	1	2	3	Chlamydia	6.415455678	17.73333333	NA
1	4	1	2	3	Chlamydia	6.369440585	17.73333333	NA
1	4	1	2	3	Chlamydia	6.329560838	17.73333333	NA
1	4	2	2	3	Chlamydia	6.108688392	17.73333333	15.9
1	4	2	2	3	Chlamydia	6.166974176	17.73333333	15.9
1	4	2	2	3	Chlamydia	6.093350028	17.73333333	15.9
1	5	1	2	3	Chlamydia	6.40625266	17.73333333	NA
1	5	1	2	3	Chlamydia	6.436929388	17.73333333	NA
1	5	1	2	3	Chlamydia	6.436929388	17.73333333	NA
1	5	2	2	3	Chlamydia	6.605651396	17.73333333	NA
1	5	2	2	3	Chlamydia	6.581110013	17.73333333	NA
1	5	2	2	3	Chlamydia	6.553500957	17.73333333	NA
2	1	1	1	1	Chlamydia	5.031935217	27.11666667	30.1
2	1	1	1	1	Chlamydia	5.087153328	27.11666667	30.1
2	1	1	1	1	Chlamydia	5.145439113	27.11666667	30.1
2	1	2	1	1	Chlamydia	6.01052286	27.11666667	27.6
2	1	2	1	1	Chlamydia	6.028928898	27.11666667	27.6
2	1	2	1	1	Chlamydia	6.102553046	27.11666667	27.6
2	2	1	1	1	Chlamydia	6.72835831	27.11666667	25.1
2	2	1	1	1	Chlamydia	6.826523842	27.11666667	25.1
2	2	1	1	1	Chlamydia	6.832659188	27.11666667	25.1
2	2	2	1	1	Chlamydia	6.559636303	27.11666667	23.1
2	2	2	1	1	Chlamydia	6.584177686	27.11666667	23.1
2	2	2	1	1	Chlamydia	6.559636303	27.11666667	23.1
2	3	1	1	1	Chlamydia	6.532027247	27.11666667	24.7
2	3	1	1	1	Chlamydia	6.596448377	27.11666667	24.7
2	3	1	1	1	Chlamydia	6.608719069	27.11666667	24.7
2	3	2	1	1	Chlamydia	6.378643604	27.11666667	27.4
2	3	2	1	1	Chlamydia	6.387846623	27.11666667	27.4
2	3	2	1	1	Chlamydia	6.381711277	27.11666667	27.4
2	4	1	1	1	Chlamydia	NA	27.11666667	25.8
2	4	1	1	1	Chlamydia	NA	27.11666667	25.8
2	4	1	1	1	Chlamydia	NA	27.11666667	25.8
2	4	2	1	1	Chlamydia	6.489079827	27.11666667	21.2
2	4	2	1	1	Chlamydia	6.507485864	27.11666667	21.2
2	4	2	1	1	Chlamydia	6.498282846	27.11666667	21.2
2	5	1	1	1	Chlamydia	5.70989092	27.11666667	30.3
2	5	1	1	1	Chlamydia	5.844868526	27.11666667	30.3
2	5	1	1	1	Chlamydia	5.866342236	27.11666667	30.3
2	5	2	1	1	Chlamydia	6.271275054	27.11666667	28.4
2	5	2	1	1	Chlamydia	6.274342727	27.11666667	28.4
2	5	2	1	1	Chlamydia	6.265139708	27.11666667	28.4
2	1	1	2	2	Chlamydia	6.759035039	16.65	16.1
2	1	1	2	2	Chlamydia	6.765170385	16.65	16.1
2	1	1	2	2	Chlamydia	6.72835831	16.65	16.1
2	1	2	2	2	Chlamydia	6.814253151	16.65	17.1
2	1	2	2	2	Chlamydia	6.878674281	16.65	17.1
2	1	2	2	2	Chlamydia	6.789711768	16.65	17.1
2	2	1	2	2	Chlamydia	6.571906994	16.65	17.8
2	2	1	2	2	Chlamydia	6.574974667	16.65	17.8
2	2	1	2	2	Chlamydia	6.584177686	16.65	17.8
2	2	2	2	2	Chlamydia	6.111756065	16.65	16.1
2	2	2	2	2	Chlamydia	6.111756065	16.65	16.1
2	2	2	2	2	Chlamydia	6.03199657	16.65	16.1
2	3	1	2	2	Chlamydia	6.854132898	16.65	14.6
2	3	1	2	2	Chlamydia	6.866403589	16.65	14.6
2	3	1	2	2	Chlamydia	6.884809626	16.65	14.6
2	3	2	2	2	Chlamydia	6.624057433	16.65	16.5
2	3	2	2	2	Chlamydia	6.636328124	16.65	16.5
2	3	2	2	2	Chlamydia	6.676207872	16.65	16.5
2	4	1	2	2	Chlamydia	5.835665507	16.65	19.8
2	4	1	2	2	Chlamydia	5.847936199	16.65	19.8
2	4	1	2	2	Chlamydia	5.851003871	16.65	19.8
2	4	2	2	2	Chlamydia	5.949169403	16.65	14.2
2	4	2	2	2	Chlamydia	5.949169403	16.65	14.2
2	4	2	2	2	Chlamydia	5.872477581	16.65	14.2
2	5	1	2	2	Chlamydia	5.863274563	16.65	16.7
2	5	1	2	2	Chlamydia	5.884748273	16.65	16.7
2	5	1	2	2	Chlamydia	5.841800853	16.65	16.7
2	5	2	2	2	Chlamydia	6.188447886	16.65	15.7
2	5	2	2	2	Chlamydia	6.182312541	16.65	15.7
2	5	2	2	2	Chlamydia	6.117891411	16.65	15.7
2	1	1	1	2	Chlamydia	6.823456169	25.93333333	25.4
2	1	1	1	2	Chlamydia	6.903215664	25.93333333	25.4
2	1	1	1	2	Chlamydia	6.930824719	25.93333333	25.4
2	1	2	1	2	Chlamydia	6.765170385	25.93333333	22.6
2	1	2	1	2	Chlamydia	6.817320823	25.93333333	22.6
2	1	2	1	2	Chlamydia	6.77130573	25.93333333	22.6
2	2	1	1	2	Chlamydia	6.166974176	25.93333333	23.1
2	2	1	1	2	Chlamydia	6.216056942	25.93333333	23.1
2	2	1	1	2	Chlamydia	6.255936689	25.93333333	23.1
2	2	2	1	2	Chlamydia	6.375575931	25.93333333	23.6
2	2	2	1	2	Chlamydia	6.32035782	25.93333333	23.6
2	2	2	1	2	Chlamydia	6.381711277	25.93333333	23.6
2	3	1	1	2	Chlamydia	6.188447886	25.93333333	23.3
2	3	1	1	2	Chlamydia	6.243665998	25.93333333	23.3
2	3	1	1	2	Chlamydia	6.277410399	25.93333333	23.3
2	3	2	1	2	Chlamydia	6.124026756	25.93333333	24.4
2	3	2	1	2	Chlamydia	6.182312541	25.93333333	24.4
2	3	2	1	2	Chlamydia	6.212989269	25.93333333	24.4
2	4	1	1	2	Chlamydia	5.173048169	25.93333333	20.7
2	4	1	1	2	Chlamydia	5.237469299	25.93333333	20.7
2	4	1	1	2	Chlamydia	5.289619737	25.93333333	20.7
2	4	2	1	2	Chlamydia	4.838671827	25.93333333	17.6
2	4	2	1	2	Chlamydia	4.921498994	25.93333333	17.6
2	4	2	1	2	Chlamydia	4.912295975	25.93333333	17.6
2	5	1	1	2	Chlamydia	6.53509492	25.93333333	20.1
2	5	1	1	2	Chlamydia	6.66393718	25.93333333	20.1
2	5	1	1	2	Chlamydia	6.627125106	25.93333333	20.1
2	5	2	1	2	Chlamydia	6.532027247	25.93333333	19.6
2	5	2	1	2	Chlamydia	6.544297939	25.93333333	19.6
2	5	2	1	2	Chlamydia	6.516688883	25.93333333	19.6
2	1	1	2	3	Chlamydia	6.805050132	16.825	NA
2	1	1	2	3	Chlamydia	6.829591515	16.825	NA
2	1	1	2	3	Chlamydia	6.820388496	16.825	NA
2	1	2	2	3	Chlamydia	6.697681582	16.825	NA
2	1	2	2	3	Chlamydia	6.719155292	16.825	NA
2	1	2	2	3	Chlamydia	6.636328124	16.825	NA
2	2	1	2	3	Chlamydia	6.731425983	16.825	17.9
2	2	1	2	3	Chlamydia	6.74983202	16.825	17.9
2	2	1	2	3	Chlamydia	6.700749255	16.825	17.9
2	2	2	2	3	Chlamydia	6.476809136	16.825	16.4
2	2	2	2	3	Chlamydia	6.486012154	16.825	16.4
2	2	2	2	3	Chlamydia	6.44920008	16.825	16.4
2	3	1	2	3	Chlamydia	6.62098976	16.825	19.1
2	3	1	2	3	Chlamydia	6.611786742	16.825	19.1
2	3	1	2	3	Chlamydia	6.55656863	16.825	19.1
2	3	2	2	3	Chlamydia	6.42772637	16.825	13.9
2	3	2	2	3	Chlamydia	6.403184987	16.825	13.9
2	3	2	2	3	Chlamydia	6.430794043	16.825	13.9
2	4	1	2	3	Chlamydia	6.271275054	16.825	NA
2	4	1	2	3	Chlamydia	6.292748764	16.825	NA
2	4	1	2	3	Chlamydia	6.295816437	16.825	NA
2	4	2	2	3	Chlamydia	6.752899693	16.825	NA
2	4	2	2	3	Chlamydia	6.737561329	16.825	NA
2	4	2	2	3	Chlamydia	6.667004853	16.825	NA
2	5	1	2	3	Chlamydia	5.682281864	16.825	NA
2	5	1	2	3	Chlamydia	5.682281864	16.825	NA
2	5	1	2	3	Chlamydia	5.697620228	16.825	NA
2	5	2	2	3	Chlamydia	5.964507767	16.825	NA
2	5	2	2	3	Chlamydia	5.964507767	16.825	NA
2	5	2	2	3	Chlamydia	5.906221983	16.825	NA
1	1	1	1	1	Planctomycetes	7.635900864	26.76666667	28.6
1	1	1	1	1	Planctomycetes	7.558329195	26.76666667	28.6
1	1	1	1	1	Planctomycetes	7.662882315	26.76666667	28.6
1	1	2	1	1	Planctomycetes	6.02038653	26.76666667	25.4
1	1	2	1	1	Planctomycetes	6.077722112	26.76666667	25.4
1	1	2	1	1	Planctomycetes	5.976541674	26.76666667	25.4
1	2	1	1	1	Planctomycetes	7.69E+00	26.76666667	26.7
1	2	1	1	1	Planctomycetes	7.652764271	26.76666667	26.7
1	2	1	1	1	Planctomycetes	7.666254996	26.76666667	26.7
1	2	2	1	1	Planctomycetes	7.689863765	26.76666667	27.5
1	2	2	1	1	Planctomycetes	7.696609127	26.76666667	27.5
1	2	2	1	1	Planctomycetes	7.713472534	26.76666667	27.5
1	3	1	1	1	Planctomycetes	6.000150443	26.76666667	26.1
1	3	1	1	1	Planctomycetes	6.07097675	26.76666667	26.1
1	3	1	1	1	Planctomycetes	6.054113343	26.76666667	26.1
1	3	2	1	1	Planctomycetes	5.767435434	26.76666667	28.8
1	3	2	1	1	Planctomycetes	5.828143697	26.76666667	28.8
1	3	2	1	1	Planctomycetes	5.780926159	26.76666667	28.8
1	4	1	1	1	Planctomycetes	6.499307272	26.76666667	22.5
1	4	1	1	1	Planctomycetes	6.775867138	26.76666667	22.5
1	4	1	1	1	Planctomycetes	6.833202719	26.76666667	22.5
1	4	2	1	1	Planctomycetes	5.760690072	26.76666667	22.3
1	4	2	1	1	Planctomycetes	5.780926159	26.76666667	22.3
1	4	2	1	1	Planctomycetes	5.780926159	26.76666667	22.3
1	5	1	1	1	Planctomycetes	7.187334254	26.76666667	30
1	5	1	1	1	Planctomycetes	7.264905923	26.76666667	30
1	5	1	1	1	Planctomycetes	7.237924473	26.76666667	30
1	5	2	1	1	Planctomycetes	7.25478788	26.76666667	30.1
1	5	2	1	1	Planctomycetes	7.291887374	26.76666667	30.1
1	5	2	1	1	Planctomycetes	7.264905923	26.76666667	30.1
1	1	1	2	2	Planctomycetes	5.723590578	19.58333333	25.4
1	1	1	2	2	Planctomycetes	5.841634423	19.58333333	25.4
1	1	1	2	2	Planctomycetes	5.824771016	19.58333333	25.4
1	1	2	2	2	Planctomycetes	5.898970004	19.58333333	24.3
1	1	2	2	2	Planctomycetes	5.956305586	19.58333333	24.3
1	1	2	2	2	Planctomycetes	5.885479279	19.58333333	24.3
1	2	1	2	2	Planctomycetes	7.183961573	19.58333333	19.5
1	2	1	2	2	Planctomycetes	7.234551792	19.58333333	19.5
1	2	1	2	2	Planctomycetes	7.214315704	19.58333333	19.5
1	2	2	2	2	Planctomycetes	7.322241505	19.58333333	20.9
1	2	2	2	2	Planctomycetes	7.379577087	19.58333333	20.9
1	2	2	2	2	Planctomycetes	7.298632736	19.58333333	20.9
1	3	1	2	2	Planctomycetes	7.794416885	19.58333333	17.5
1	3	1	2	2	Planctomycetes	7.838261741	19.58333333	17.5
1	3	1	2	2	Planctomycetes	7.851752466	19.58333333	17.5
1	3	2	2	2	Planctomycetes	7.716845215	19.58333333	20.9
1	3	2	2	2	Planctomycetes	7.797789566	19.58333333	20.9
1	3	2	2	2	Planctomycetes	7.713472534	19.58333333	20.9
1	4	1	2	2	Planctomycetes	6.883792939	19.58333333	13.6
1	4	1	2	2	Planctomycetes	6.846693444	19.58333333	13.6
1	4	1	2	2	Planctomycetes	6.799475907	19.58333333	13.6
1	4	2	2	2	Planctomycetes	6.593742348	19.58333333	14.3
1	4	2	2	2	Planctomycetes	6.640959886	19.58333333	14.3
1	4	2	2	2	Planctomycetes	6.344163934	19.58333333	14.3
1	5	1	2	2	Planctomycetes	6.664568655	19.58333333	22
1	5	1	2	2	Planctomycetes	6.752258369	19.58333333	22
1	5	1	2	2	Planctomycetes	6.732022281	19.58333333	22
1	5	2	2	2	Planctomycetes	6.654450611	19.58333333	20.9
1	5	2	2	2	Planctomycetes	6.711786193	19.58333333	20.9
1	5	2	2	2	Planctomycetes	6.620723799	19.58333333	20.9
1	1	1	1	2	Planctomycetes	5.578565283	26.3	24.7
1	1	1	1	2	Planctomycetes	5.757317391	26.3	24.7
1	1	1	1	2	Planctomycetes	5.764062753	26.3	24.7
1	1	2	1	2	Planctomycetes	5.73033594	26.3	23.4
1	1	2	1	2	Planctomycetes	5.797789566	26.3	23.4
1	1	2	1	2	Planctomycetes	5.753944709	26.3	23.4
1	2	1	1	2	Planctomycetes	7.504366294	26.3	22
1	2	1	1	2	Planctomycetes	7.615664777	26.3	22
1	2	1	1	2	Planctomycetes	7.592056008	26.3	22
1	2	2	1	2	Planctomycetes	7.325614186	26.3	27.3
1	2	2	1	2	Planctomycetes	7.399813175	26.3	27.3
1	2	2	1	2	Planctomycetes	7.322241505	26.3	27.3
1	3	1	1	2	Planctomycetes	7.93944218	26.3	26.8
1	3	1	1	2	Planctomycetes	8.074349431	26.3	26.8
1	3	1	1	2	Planctomycetes	8.057486025	26.3	26.8
1	3	2	1	2	Planctomycetes	7.915833411	26.3	25.1
1	3	2	1	2	Planctomycetes	7.973168993	26.3	25.1
1	3	2	1	2	Planctomycetes	7.811280291	26.3	25.1
1	4	1	1	2	Planctomycetes	6.580251623	26.3	18.1
1	4	1	1	2	Planctomycetes	6.640959886	26.3	18.1
1	4	1	1	2	Planctomycetes	6.667941337	26.3	18.1
1	4	2	1	2	Planctomycetes	6.823084675	26.3	17.6
1	4	2	1	2	Planctomycetes	6.937755839	26.3	17.6
1	4	2	1	2	Planctomycetes	6.873674895	26.3	17.6
1	5	1	1	2	Planctomycetes	7.055799684	26.3	21.9
1	5	1	1	2	Planctomycetes	7.156980122	26.3	21.9
1	5	1	1	2	Planctomycetes	7.099644541	26.3	21.9
1	5	2	1	2	Planctomycetes	7.291887374	26.3	22.2
1	5	2	1	2	Planctomycetes	7.312123461	26.3	22.2
1	5	2	1	2	Planctomycetes	7.298632736	26.3	22.2
1	1	1	2	3	Planctomycetes	5.764062753	17.73333333	NA
1	1	1	2	3	Planctomycetes	5.831516379	17.73333333	NA
1	1	1	2	3	Planctomycetes	5.80790761	17.73333333	NA
1	1	2	2	3	Planctomycetes	5.750572028	17.73333333	NA
1	1	2	2	3	Planctomycetes	5.777553478	17.73333333	NA
1	1	2	2	3	Planctomycetes	5.673000358	17.73333333	NA
1	2	1	2	3	Planctomycetes	7.275023967	17.73333333	20.7
1	2	1	2	3	Planctomycetes	7.349222955	17.73333333	20.7
1	2	1	2	3	Planctomycetes	7.312123461	17.73333333	20.7
1	2	2	2	3	Planctomycetes	7.126625991	17.73333333	20.5
1	2	2	2	3	Planctomycetes	7.187334254	17.73333333	20.5
1	2	2	2	3	Planctomycetes	7.103017222	17.73333333	20.5
1	3	1	2	3	Planctomycetes	6.86018417	17.73333333	19.2
1	3	1	2	3	Planctomycetes	6.951246564	17.73333333	19.2
1	3	1	2	3	Planctomycetes	6.7286496	17.73333333	19.2
1	3	2	2	3	Planctomycetes	6.509425316	17.73333333	20.6
1	3	2	2	3	Planctomycetes	6.62409648	17.73333333	20.6
1	3	2	2	3	Planctomycetes	6.516170679	17.73333333	20.6
1	4	1	2	3	Planctomycetes	6.694922787	17.73333333	NA
1	4	1	2	3	Planctomycetes	6.681432062	17.73333333	NA
1	4	1	2	3	Planctomycetes	6.620723799	17.73333333	NA
1	4	2	2	3	Planctomycetes	6.401499515	17.73333333	15.9
1	4	2	2	3	Planctomycetes	6.657823293	17.73333333	15.9
1	4	2	2	3	Planctomycetes	6.502679954	17.73333333	15.9
1	5	1	2	3	Planctomycetes	7.312123461	17.73333333	NA
1	5	1	2	3	Planctomycetes	7.328986868	17.73333333	NA
1	5	1	2	3	Planctomycetes	7.399813175	17.73333333	NA
1	5	2	2	3	Planctomycetes	7.524602382	17.73333333	NA
1	5	2	2	3	Planctomycetes	7.612292095	17.73333333	NA
1	5	2	2	3	Planctomycetes	7.558329195	17.73333333	NA
2	1	1	1	1	Planctomycetes	5.119880628	27.11666667	30.1
2	1	1	1	1	Planctomycetes	5.136744035	27.11666667	30.1
2	1	1	1	1	Planctomycetes	5.251415198	27.11666667	30.1
2	1	2	1	1	Planctomycetes	6.489189229	27.11666667	27.6
2	1	2	1	1	Planctomycetes	6.495934591	27.11666667	27.6
2	1	2	1	1	Planctomycetes	6.499307272	27.11666667	27.6
2	2	1	1	1	Planctomycetes	7.716845215	27.11666667	25.1
2	2	1	1	1	Planctomycetes	7.720217896	27.11666667	25.1
2	2	1	1	1	Planctomycetes	7.726963259	27.11666667	25.1
2	2	2	1	1	Planctomycetes	7.362713681	27.11666667	23.1
2	2	2	1	1	Planctomycetes	7.396440493	27.11666667	23.1
2	2	2	1	1	Planctomycetes	7.271651286	27.11666667	23.1
2	3	1	1	1	Planctomycetes	6.957991927	27.11666667	24.7
2	3	1	1	1	Planctomycetes	7.20419766	27.11666667	24.7
2	3	1	1	1	Planctomycetes	7.133371353	27.11666667	24.7
2	3	2	1	1	Planctomycetes	7.062545046	27.11666667	27.4
2	3	2	1	1	Planctomycetes	7.092899178	27.11666667	27.4
2	3	2	1	1	Planctomycetes	7.119880628	27.11666667	27.4
2	4	1	1	1	Planctomycetes	6.732022281	27.11666667	25.8
2	4	1	1	1	Planctomycetes	6.836575401	27.11666667	25.8
2	4	1	1	1	Planctomycetes	6.833202719	27.11666667	25.8
2	4	2	1	1	Planctomycetes	6.748885687	27.11666667	21.2
2	4	2	1	1	Planctomycetes	6.863556851	27.11666667	21.2
2	4	2	1	1	Planctomycetes	6.856811488	27.11666667	21.2
2	5	1	1	1	Planctomycetes	6.431853647	27.11666667	30.3
2	5	1	1	1	Planctomycetes	6.516170679	27.11666667	30.3
2	5	1	1	1	Planctomycetes	6.499307272	27.11666667	30.3
2	5	2	1	1	Planctomycetes	7.076035772	27.11666667	28.4
2	5	2	1	1	Planctomycetes	7.086153815	27.11666667	28.4
2	5	2	1	1	Planctomycetes	7.059172365	27.11666667	28.4
2	1	1	2	2	Planctomycetes	7.568447239	16.65	16.1
2	1	1	2	2	Planctomycetes	7.622410139	16.65	16.1
2	1	1	2	2	Planctomycetes	7.595428689	16.65	16.1
2	1	2	2	2	Planctomycetes	7.673000358	16.65	17.1
2	1	2	2	2	Planctomycetes	7.726963259	16.65	17.1
2	1	2	2	2	Planctomycetes	7.639273546	16.65	17.1
2	2	1	2	2	Planctomycetes	7.345850274	16.65	17.8
2	2	1	2	2	Planctomycetes	7.403185856	16.65	17.8
2	2	1	2	2	Planctomycetes	7.44028535	16.65	17.8
2	2	2	2	2	Planctomycetes	6.742140325	16.65	16.1
2	2	2	2	2	Planctomycetes	6.765749094	16.65	16.1
2	2	2	2	2	Planctomycetes	6.738767643	16.65	16.1
2	3	1	2	2	Planctomycetes	7.686491084	16.65	14.6
2	3	1	2	2	Planctomycetes	7.699981809	16.65	14.6
2	3	1	2	2	Planctomycetes	7.635900864	16.65	14.6
2	3	2	2	2	Planctomycetes	7.4672668	16.65	16.5
2	3	2	2	2	Planctomycetes	7.460521438	16.65	16.5
2	3	2	2	2	Planctomycetes	7.345850274	16.65	16.5
2	4	1	2	2	Planctomycetes	6.381263428	16.65	19.8
2	4	1	2	2	Planctomycetes	6.462207778	16.65	19.8
2	4	1	2	2	Planctomycetes	6.435226328	16.65	19.8
2	4	2	2	2	Planctomycetes	6.499307272	16.65	14.2
2	4	2	2	2	Planctomycetes	6.576878942	16.65	14.2
2	4	2	2	2	Planctomycetes	6.51954336	16.65	14.2
2	5	1	2	2	Planctomycetes	6.495934591	16.65	16.7
2	5	1	2	2	Planctomycetes	6.495934591	16.65	16.7
2	5	1	2	2	Planctomycetes	6.502679954	16.65	16.7
2	5	2	2	2	Planctomycetes	6.954619245	16.65	15.7
2	5	2	2	2	Planctomycetes	7.082781134	16.65	15.7
2	5	2	2	2	Planctomycetes	6.984973377	16.65	15.7
2	1	1	1	2	Planctomycetes	NA	25.93333333	25.4
2	1	1	1	2	Planctomycetes	NA	25.93333333	25.4
2	1	1	1	2	Planctomycetes	NA	25.93333333	25.4
2	1	2	1	2	Planctomycetes	7.814652972	25.93333333	22.6
2	1	2	1	2	Planctomycetes	7.851752466	25.93333333	22.6
2	1	2	1	2	Planctomycetes	7.821398335	25.93333333	22.6
2	2	1	1	2	Planctomycetes	6.779239819	25.93333333	23.1
2	2	1	1	2	Planctomycetes	6.954619245	25.93333333	23.1
2	2	1	1	2	Planctomycetes	6.917519751	25.93333333	23.1
2	2	2	1	2	Planctomycetes	6.984973377	25.93333333	23.6
2	2	2	1	2	Planctomycetes	7.042308959	25.93333333	23.6
2	2	2	1	2	Planctomycetes	6.853438807	25.93333333	23.6
2	3	1	1	2	Planctomycetes	6.789357863	25.93333333	23.3
2	3	1	1	2	Planctomycetes	6.893910982	25.93333333	23.3
2	3	1	1	2	Planctomycetes	6.789357863	25.93333333	23.3
2	3	2	1	2	Planctomycetes	6.775867138	25.93333333	24.4
2	3	2	1	2	Planctomycetes	6.792730544	25.93333333	24.4
2	3	2	1	2	Planctomycetes	6.957991927	25.93333333	24.4
2	4	1	1	2	Planctomycetes	5.828143697	25.93333333	20.7
2	4	1	1	2	Planctomycetes	5.929324136	25.93333333	20.7
2	4	1	1	2	Planctomycetes	5.909088048	25.93333333	20.7
2	4	2	1	2	Planctomycetes	5.342477593	25.93333333	17.6
2	4	2	1	2	Planctomycetes	5.409931219	25.93333333	17.6
2	4	2	1	2	Planctomycetes	5.339104912	25.93333333	17.6
2	5	1	1	2	Planctomycetes	7.726963259	25.93333333	20.1
2	5	1	1	2	Planctomycetes	7.791044203	25.93333333	20.1
2	5	1	1	2	Planctomycetes	7.740453984	25.93333333	20.1
2	5	2	1	2	Planctomycetes	7.777553478	25.93333333	19.6
2	5	2	1	2	Planctomycetes	7.831516379	25.93333333	19.6
2	5	2	1	2	Planctomycetes	7.504366294	25.93333333	19.6
2	1	1	2	3	Planctomycetes	7.430167306	16.825	NA
2	1	1	2	3	Planctomycetes	7.507738976	16.825	NA
2	1	1	2	3	Planctomycetes	7.4672668	16.825	NA
2	1	2	2	3	Planctomycetes	7.423421944	16.825	NA
2	1	2	2	3	Planctomycetes	7.480757525	16.825	NA
2	1	2	2	3	Planctomycetes	7.406558537	16.825	NA
2	2	1	2	3	Planctomycetes	7.194079616	16.825	17.9
2	2	1	2	3	Planctomycetes	7.345850274	16.825	17.9
2	2	1	2	3	Planctomycetes	7.076035772	16.825	17.9
2	2	2	2	3	Planctomycetes	7.055799684	16.825	16.4
2	2	2	2	3	Planctomycetes	6.998464102	16.825	16.4
2	2	2	2	3	Planctomycetes	7.025445552	16.825	16.4
2	3	1	2	3	Planctomycetes	7.315496143	16.825	19.1
2	3	1	2	3	Planctomycetes	7.38632245	16.825	19.1
2	3	1	2	3	Planctomycetes	7.362713681	16.825	19.1
2	3	2	2	3	Planctomycetes	6.974855333	16.825	13.9
2	3	2	2	3	Planctomycetes	7.092899178	16.825	13.9
2	3	2	2	3	Planctomycetes	7.025445552	16.825	13.9
2	4	1	2	3	Planctomycetes	6.620723799	16.825	NA
2	4	1	2	3	Planctomycetes	6.647705249	16.825	NA
2	4	1	2	3	Planctomycetes	6.711786193	16.825	NA
2	4	2	2	3	Planctomycetes	7.113135266	16.825	NA
2	4	2	2	3	Planctomycetes	7.113135266	16.825	NA
2	4	2	2	3	Planctomycetes	7.136744035	16.825	NA
2	5	1	2	3	Planctomycetes	6.907401708	16.825	NA
2	5	1	2	3	Planctomycetes	6.944501202	16.825	NA
2	5	1	2	3	Planctomycetes	6.934383158	16.825	NA
2	5	2	2	3	Planctomycetes	6.468953141	16.825	NA
2	5	2	2	3	Planctomycetes	6.570133579	16.825	NA
2	5	2	2	3	Planctomycetes	6.448717053	16.825	NA
1	1	1	1	1	Verrucomicrobia	8.004049553	26.76666667	28.6
1	1	1	1	1	Verrucomicrobia	8.085812916	26.76666667	28.6
1	1	1	1	1	Verrucomicrobia	8.126694598	26.76666667	28.6
1	1	2	1	1	Verrucomicrobia	6.321086994	26.76666667	25.4
1	1	2	1	1	Verrucomicrobia	6.440325232	26.76666667	25.4
1	1	2	1	1	Verrucomicrobia	6.406257164	26.76666667	25.4
1	2	1	1	1	Verrucomicrobia	8.1777967	26.76666667	26.7
1	2	1	1	1	Verrucomicrobia	8.249339643	26.76666667	26.7
1	2	1	1	1	Verrucomicrobia	8.25274645	26.76666667	26.7
1	2	2	1	1	Verrucomicrobia	8.399239142	26.76666667	27.5
1	2	2	1	1	Verrucomicrobia	8.409459562	26.76666667	27.5
1	2	2	1	1	Verrucomicrobia	8.375391494	26.76666667	27.5
1	3	1	1	1	Verrucomicrobia	6.355155062	26.76666667	26.1
1	3	1	1	1	Verrucomicrobia	6.450545652	26.76666667	26.1
1	3	1	1	1	Verrucomicrobia	6.467579686	26.76666667	26.1
1	3	2	1	1	Verrucomicrobia	6.249544051	26.76666667	28.8
1	3	2	1	1	Verrucomicrobia	6.37900271	26.76666667	28.8
1	3	2	1	1	Verrucomicrobia	6.317680187	26.76666667	28.8
1	4	1	1	1	Verrucomicrobia	7.056957263	26.76666667	22.5
1	4	1	1	1	Verrucomicrobia	7.189822728	26.76666667	22.5
1	4	1	1	1	Verrucomicrobia	7.227297603	26.76666667	22.5
1	4	2	1	1	Verrucomicrobia	6.256357665	26.76666667	22.3
1	4	2	1	1	Verrucomicrobia	6.317680187	26.76666667	22.3
1	4	2	1	1	Verrucomicrobia	6.365375482	26.76666667	22.3
1	5	1	1	1	Verrucomicrobia	7.935913417	26.76666667	30
1	5	1	1	1	Verrucomicrobia	8.000642746	26.76666667	30
1	5	1	1	1	Verrucomicrobia	8.133508212	26.76666667	30
1	5	2	1	1	Verrucomicrobia	7.942727031	26.76666667	30.1
1	5	2	1	1	Verrucomicrobia	8.021083587	26.76666667	30.1
